summary,city,state,date_time,shape,duration,stats,report_link,text,posted,city_latitude,city_longitude
Two objects hovering and traveling at great rate of speed.,Decatur,TX,2019-08-01T19:30:00,unknown,:50,"Occurred : 8/1/2019 19:30  (Entered as : 08/01/19 19:30) Reported: 8/3/2019 11:00:50 AM 11:00 Posted: 8/23/2019 Location: Decatur, TX Shape: Unknown Duration::50",http://www.nuforc.org/webreports/148/S148007.html,"Two objects hovering and traveling at great rate of speed. August 1, 2019.  Northwest of Decatur, Texas:  Between 19:30 and 20:00, I was outside watering my plants and trees.  It was a clear night and I observed two objects fairly close in the Western Sky.  They were hovering on top of the other one and seem to stay in the same position for a few minutes.  I continued to watch them and they took off into the southeastern sky at a great rate of speed.  They circled around and came back past my location at a greater rate of speed and disappeared in the north sky.  They both appeared to have several lights in front of the crafts.",2019-08-23T00:00:00,33.2859,-97.51270000000008
"UFO move very fast to left and right and stopped , bounced a few times up and down and flew toward our home..we recorded it smartphones",Pensacola,FL,2019-08-01T21:00:00,triangle,1 hour,"Occurred : 8/1/2019 21:00  (Entered as : 08/01/19 21:00) Reported: 8/1/2019 1:38:25 PM 13:38 Posted: 8/23/2019 Location: Pensacola, FL Shape: Triangle Duration:1 hour",http://www.nuforc.org/webreports/147/S147953.html,"UFO move very fast to left and right and stopped, bounced a few times up and down and flew toward our home..  We recorded it smartphones Bright triangle behind our home in Gonzalez.  Multiple helicopters and a few small fixed wing aircraft circling around our neighborhood..  Probably military from Whiting Field.",2019-08-23T00:00:00,30.462935377358694,-87.26545408805006
Bright light moving very slowly across the sky suddenly seems to dissapear while quickly accelerating,Ashland,OR,2019-08-01T21:30:00,light,30 seconds,"Occurred : 8/1/2019 21:30  (Entered as : 08/01/19 21:30) Reported: 8/1/2019 10:21:30 PM 22:21 Posted: 8/23/2019 Location: Ashland, OR Shape: Light Duration:30 seconds",http://www.nuforc.org/webreports/147/S147995.html,"Bright light moving very slowly across the sky suddenly seems to dissapear while quickly accelerating The smoke from neighboring fires finally ceased direction and I was looking to the skies to point out satellites to a friend. While my friend went inside I noticed a very bright slow moving light,  I began to test if my phone camera would pick it up; it did. After filming 12 seconds, I stopped the recording and refocused on the object with my eyes. Within 5 seconds the light almost appeared to stop living then shrank in both size and light intensity before vanishing completely. I observe aircraft and satellites daily and this is unlike anything I've seen first hand.",2019-08-23T00:00:00,42.15630000000007,-122.52980000000008
"Disk shaped, four lights, moving in a circular motion, easy to see, soundless. Spotted in a rural area, disappeared as soon as cameras",Hattieville,AR,2019-08-01T22:00:00,disk,3-5 minutes,"Occurred : 8/1/2019 22:00  (Entered as : 8/1/19 22:00) Reported: 8/2/2019 8:41:23 AM 08:41 Posted: 8/23/2019 Location: Hattieville, AR Shape: Disk Duration:3-5 minutes",http://www.nuforc.org/webreports/147/S147992.html,"Disk shaped, four lights, moving in a circular motion, easy to see, soundless. Spotted in a rural area, disappeared as soon as cameras The object was disk/saucer shaped, had four lights, and was moving in a circular motion.  It seemed to be abnormally close to the ground until we got closer to it and it began to drift further away from us.  The object's color was unknown, yet it was aware that we were watching it.  The object, which was spotted in a rural area was completely soundness.  My friends and I, who are all teenagers, spotted this object around 10pm at night when we were driving home from a night out.  Never seeing anything like this, we were absolutely terrified.  After arriving home, we went outside to see if we could spot the object again, we could see it from a very far distance, but noticed other airplanes which seemed to be chasing the object.",2019-08-23T00:00:00,35.3183,-92.766
Series of bright orange lights appearing above San Diego,San Diego,CA,2019-08-01T22:10:00,light,30 minutes,"Occurred : 8/1/2019 22:10  (Entered as : 08/01/19 22:10) Reported: 8/1/2019 10:54:34 PM 22:54 Posted: 8/23/2019 Location: San Diego, CA Shape: Light Duration:30 minutes",http://www.nuforc.org/webreports/147/S147994.html,"Series of bright orange lights appearing above San Diego Several bright lights above the horizon, right above the cloud layer, bright orange and shimmering.  First, there was one, which we thought might be a light.  Looking from the Poway area, it was Southwest and at the same star location as the Menkent star cluster. It faded away without moving after 5 minutes, but then reappeared in the same spot with a second light around a minute later.  These stuck around for another 5 minutes, or so, faded, and then reappeared with 3 lights, in the same spot. The three lights stayed for about 10 minutes.  During this time, they shimmered in different patterns, then faded away.  After less than a minute, one appeared above and to the right of the original location, stayed a minute, then faded, and soon after two appeared, below the previous but above the original location.  They faded as well, and that was it. There was a heavy Marine layer at the time, so no other stars were shining through, but these were abnormally bright, much brighter than the city lights in the distance though appearing to be just as far.",2019-08-23T00:00:00,32.78722907702912,-117.14026773074518
Troubles With Unexplained Laser Beams,Omaha,NE,2006-05-02T01:00:00,oval,2 Hours,"Occurred : 5/2/2006 01:00  (Entered as : 05/02/06 1:00) Reported: 5/3/2006 12:06:20 PM 12:06 Posted: 5/15/2006 Location: Omaha, NE Shape: Oval Duration:2 Hours",http://www.nuforc.org/webreports/050/S50404.html,"Troubles With Unexplained Laser Beams My wife and I have been seeing during the day a few strange oval shaped type craft above our home, they appear to be using the Sun as a form of absorption if that makes any sense whatsoever.  We have called numerous individuals as well as several agencies without any help in return. During the day they appear on film and we have them recorded, yet to the plain ordinary eye they are not visible. When my wife and I first seen them we were filming our 6 year old son flying his kite when we first noticed them.  The same evening when this first occurred we had an experience that is still ongoing. At first we assumed that a child had a laser pointer, we seen a red laser enter into our master bedroom and literally bounced off our walls, our 6 year old son yelled at the same time and had the same red beam of light in his bedroom and that evening needless to say he slept with us.  We cannot explain this without coming across as insane, yet we are getting no help in regards to whom we have currently contacted. We now see these red beams during the day in our home and after trying to record them on film they disappear. Our son is petrified due to he stated that these red beams were talking to him and after we asked him what he meant he stated they were spelling out words as well as language to him.  I will not go into any detail as to what these beams have spelled out, we are in fear that it will get worse if even possible at this point in time. They claim to not be from Earth, furthermore they claim to do us harm.  We are at a dead end and ready to move and we are searching for anyone else in or around the Omaha area who has witnessed anything similar. These beams have been everywhere in our home and the troubling thing is what they spell out.  Again, in closing,  we only hope someone here might have had any similar problems with these types of beams and what have you done to stop them? We are one step away from moving. The language they have expressed through writing for a better word has been anything but friendly.  When these beams enter our home our 6 year old son knows right away, directly above our home we hear a very loud humming, almost a whirling sound.",2006-05-15T00:00:00,41.25485179600818,-96.0648278492242
"I saw a bright red VERY LARGE ""star looking"" object that shrunk and grew, Then shrunk to a small white blinking object that flew away.",San Jose,CA,2006-05-02T01:30:00,changing,25min approx.,"Occurred : 5/2/2006 01:30  (Entered as : 05/02/06 1:30) Reported: 5/2/2006 2:27:29 PM 14:27 Posted: 5/15/2006 Location: San Jose, CA Shape: Changing Duration:25min approx.",http://www.nuforc.org/webreports/050/S50388.html,"I saw a bright red VERY LARGE ""star looking"" object that shrunk and grew, Then shrunk to a small white blinking object that flew away. ((NUFORC Note:  Possible sighting of the ""flare"" from an Iridium satellite, perhaps.  PD))",2006-05-15T00:00:00,37.33884202188921,-121.88970568835909
"Slow moving ""Saturn"" like saucer witnessed over Mission, BC from Central/Western Abbotsford",Abbotsford,BC,2006-05-02T05:12:00,disk,10 minutes,"Occurred : 5/2/2006 05:12  (Entered as : 05/02/06 05:12) Reported: 5/2/2006 9:08:08 PM 21:08 Posted: 5/15/2006 Location: Abbotsford (Canada), BC Shape: Disk Duration:10 minutes",http://www.nuforc.org/webreports/050/S50394.html,"Slow moving ""Saturn"" like saucer witnessed over Mission, BC from Central/Western Abbotsford My Fiance & I were on our way to work this morning, pulling out into the street outside our condo, driving north.  When almost immediately, I noticed an object that looked, to my first thought, like Saturn and it's rings.   I quickly dismissed this as A: the object appeared to be the size of the moon in the morning's sky, and it was far too low and to the north of us (appeared to be over an area following the Fraser River, or the mountains in behind Mission, BC, well to the north of us).   As we stopped at the intersection for a left turn, I watched the object closely as it slowly moved through the sky (moving west to east).  Noticing for the first time a single flashing light on the upper ceiling of the object (similar to those found on aircraft).  Other than this one flashing light on top, it was illuminated only by the rising sun (which was still blocked by mountains for us at ground level).   Drving along the main road through the city westbound, I kept watch between buildings for it.  My Fiance, who I'd pointed the object out to while stopped at the intersection, and I saw it continue slowly eastward.  The Second time that I got a good look at it, it had lost it's saturn effect, my guess is that it had been banking towards us at the time, and you could see the ring edge on.   I spotted the object a third time while driving, but we had driven far enough westward, and it moving eastward that the sunlight effect was't occuring anymore because of the object's position between the sun and ourselves.  It looked more like a dark blob in the dawn sky.   Belatedly, about a minute later, I recalled that my fiance had a camera phone and that I'd been too busy watching the object to even think that we could have taken a picture.  I've seen enough planes & jets & blimps in the many years I've lived in the city here, and I've never seen anything remotely like it. It was too slow to be an airliner, nor was it the correct shape.  With the annual airshow at the city's airport, I've seen everything from the Avro Vulcan to the Stealth Bomber.   I also rules out being some kind of blimp, as I've seen plenty of those every time the goodyear blimp has made flybys of the airshow.  We've also had our fair share of hot air balloons (Remax typically is the one flying around) but they're easy to spot because of the flame providing heat for lift.  I don't know what it was, hence I guess, the reason why they call them unidentified flying objects. But the usual suspects can pretty much be ruled out.  Short of it being some funky blimp or hot air balloon, which I've seen both and neither of which appears or behaves like this object did.   But I know I'll be keeping my eyes to the skies more frequently now.",2006-05-15T00:00:00,49.050302506963625,-122.29588941504176
A sequence of golden lights,Panama City Beach,FL,2006-05-02T21:00:00,unknown,2 minutes,"Occurred : 5/2/2006 21:00  (Entered as : 5/2/06 21:00) Reported: 5/2/2006 7:57:29 PM 19:57 Posted: 5/15/2006 Location: Panama City Beach, FL Shape: Unknown Duration:2 minutes",http://www.nuforc.org/webreports/050/S50392.html,"A sequence of golden lights I saw very large amber colored lights light up over the gulf.  There were two lit then two next to those lit then it did it again.  Looked like 4 large gold colored lights.   Then it completely dissapeared in the night sky, or the lights went out.   I saw it two more times then I saw several aircraft immediately in the area.  I did not see the planes but I could hear them and dee the red light on the back of them blinking.  It was weird.   I have never seen anything like it.   The object was in the sw close to the beach appearing just between the horizon and below a satelitte to the left of the moon. ((NUFORC Note:  We spoke with this witness via telephone, and she seemed to us to be quite sincere, and credible.  We suspect that flares of some sort would have to be ruled out, before we could conclude that she had been looking at genuine UFO's, but that is just a guess.  PD))",2006-05-15T00:00:00,30.289213333333297,-85.81383666666665
"Craft over Redmond, Wa - 3 lights flashing moving south east.  Very large craft.",Redmond,WA,2006-05-02T21:25:00,triangle,2 minutes,"Occurred : 5/2/2006 21:25  (Entered as : 05/02/06 21:25) Reported: 5/2/2006 10:10:45 PM 22:10 Posted: 5/15/2006 Location: Redmond, WA Shape: Triangle Duration:2 minutes",http://www.nuforc.org/webreports/050/S50398.html,"Craft over Redmond, Wa - 3 lights flashing moving south east.  Very large craft. observed craft flying low over the horizon moving south east.  inleast 3 lights spaced evenly apart about 5 stories apart only horizontal.  Lights moved evenly with the craft.  The lights flashed in a pattern several colors.  We watched the craft until it disappeared behind the trees.  Craft moved smoothely at a fast speed.  It was night time with a bright moon and a clear sky.  First person who saw the craft thought it was towards them and then turned to the south east.",2006-05-15T00:00:00,47.679040334235495,-122.11505415537196
High altitude silver object visable 15 min hoovering slow sw trajectery early eve.,Fort Myers,FL,2006-05-03T18:35:00,sphere,15 min,"Occurred : 5/3/2006 18:35  (Entered as : 5/3/06 18:35) Reported: 5/3/2006 8:44:45 PM 20:44 Posted: 5/15/2006 Location: Fort Myers, FL Shape: Sphere Duration:15 min",http://www.nuforc.org/webreports/050/S50410.html,"High altitude silver object visable 15 min hoovering slow sw trajectery early eve. The object was a silver ball that appeared to be of metalic substance as it reflected the sunlight as an aircraft would. The object first appeared as a faint star-like object over our condo's clubhouse in the east. It was very high altitude as I had jet aircraft as well as the moon in the sky at the same time to use as a guage as to its height. I estimate the object to have been at ten to fifteen miles high. I had to strain to keep the object in my field of vision as I was in the swimming pool and I normally wear glasses. I observed the object approxmately fifteen minutes and during this time of observation the ufo moved only very perceptbly about a 45 degree trijectory from due east, from where it appeared,to south southwest when I was no longer to perceive it with the naked eye at about 18:50 hours. I had originally thought it could be a satelite of some sort but it didn't have a satelite or a weather balloons flight charcteristics at all. The observer served in the U.S.Navy and the U.S.Coast Guard as a radarman and have had much experience observing all types of aircraft as well as weather balloons it was not either. I feel it was a fairly large contact to have stayed visable for the length of time it did at that height. Two other people nearby asked what I saw But did not come to see what I was looking at. IN my opinion it was a definite unknown. ((NUFORC Note:  We spoke with this witness via telephone, and he seemed to us to be quite credible, and quite sincere.  We suspect he is an excellent witness.  PD))",2006-05-15T00:00:00,26.58139708890648,-81.84065302911138
"We saw a triangular shaped object, that was very far in space.  It appeared to have blinking lights in an oval shape to one end.",Hollywood,FL,2006-05-03T21:00:00,triangle,2hours,"Occurred : 5/3/2006 21:00  (Entered as : 5'3'06 21:00) Reported: 5/4/2006 3:17:17 PM 15:17 Posted: 5/15/2006 Location: Hollywood, FL Shape: Triangle Duration:2hours",http://www.nuforc.org/webreports/050/S50419.html,"We saw a triangular shaped object, that was very far in space.  It appeared to have blinking lights in an oval shape to one end. My wife saw it first, then she came and got me out of bed and said that she saw a u.f.o so I thought she was joking.  But when I went out side I saw something to the East of my house it appeared to be in space the object was a littel faint to make a clear description.It was clearly somthing so I studied it for a minute and saw a strobe like light shoot away from it many times toward the NW.IN the back ground were stars. The object was still at first, then it moved using the stars as a focal point it moved very fast to another point in space.  Freaked out I went to the neighbors' house to get someone else to conform what we saw. He saw the same thing. While we were watching it, it stopped moving for about 10 minutes. Then it moved again in a different direction.  My neighbor freaked too and went to his neighbor to show him. He and his wife came out, saw it too. They said at first, that it was a sattelite. Then to their suprise it stopped moving and stayed there for about 5 minutes, then moved again in another direction. Every time it stopped we saw the light strobes coming out of it. Then we were standing by the street and a teen boy walked by and we asked him to look and he saw it with the lights coming out of it and said he never saw anything like that. We all laughed and said, ""us too"". Then, for more confirmation, I went to another nieghbors house also, to see if they had a telescope to investigate further. They did not, but they saw it too with the lights coming out and away from it but it was stationary at the time. They made some jokes about me smoking somthing, but a few minutes later it started to move again in the opposite direction. It moved, then they weren't joking anymore. They were freaking out too. We stayed out and watched it for about another hour then it started to move again. This time it headed to the south and in a few seconds it went out of our view and we all looked at each other in disbelief of what we had witnessed. We talked a litte while longer, and went in for the night.",2006-05-15T00:00:00,26.00384686961525,-80.25853004020604
"Triangle craft hovering 5 minutes, no sound, lights, very dark black",Franklin,IN,2006-05-03T22:35:00,triangle,5 minutes,"Occurred : 5/3/2006 22:35  (Entered as : 05/03/06 22:35) Reported: 5/4/2006 7:59:22 AM 07:59 Posted: 5/15/2006 Location: Franklin, IN Shape: Triangle Duration:5 minutes",http://www.nuforc.org/webreports/050/S50412.html,"Triangle craft hovering 5 minutes, no sound, lights, very dark black Coming home from work on rural roads, saw Triangle shape with 3 lights, 1 on each point, and one in middle, hovering over Union Elementary School location in Union Township.  Stopped car and got out to observe.  Was approx. 1500 feet in air, very clearly triangle shaped and absolutely no sound noted.  The shape itself appeared to be deep black, darker than the night sky, almost seemed to absorb any light, and the lights did not appear to illuminate anything under it.  This is in restricted military airspace for Camp Atterbury, which is located approx. 20 miles south.  I observed carefully until the craft slowly moved off to the northwest.  My mother had also had a sighting over our house approx. 3 miles southeast of this location on 11/8/04 of the same type of object.  She notes that during her observation, the craft also had no sound and was very low to the ground.  She had reported her observation to Art Bell by e-mail and still retains a copy of that e-mail.",2006-05-15T00:00:00,39.48349999999993,-86.04780000000011
Red near ground 1 beam light seperate into 4 which rotated and the tops rotated of the beams.  ((NUFORC Note:  Advertising light??  PD),Wausau,WI,2006-05-04T00:00:00,egg,2 1/2 hours,"Occurred : 5/4/2006 00:00  (Entered as : 5/4/06 0:00) Reported: 5/15/2006 1:45:32 PM 13:45 Posted: 5/15/2006 Location: Wausau/Greenbay (on Hwy. 29), WI Shape: Egg Duration:2 1/2 hours",http://www.nuforc.org/webreports/050/S50575.html,Red near ground 1 beam light seperate into 4 which rotated and the tops rotated of the beams we were driving from wausau to greenbay on HWY 29 at 12:30 am we left wausau about 1 hour later we saw something hovering over the ground to our north it was glowing red and from it a beam of light shot out and from that 1 beam 4 beams shot out into a circle and they rotated then went back to one beam and the process continued. it was like the beams were signaling something also the object was very low to the ground also note there is no major airports in this area as indicated on a WI map.  there were dead animals along side of the road also in a box shape much like the lights were. i looked on the web and there is no spotlights that are like that after we got past greenbay it faded but it seemed to follow us for 2 hrs before then also both me and my wife were wide awake when we left wausau but after we saw that we both became extremly tired ((NUFORC Note:  Advertising light??  PD),2006-05-15T00:00:00,45.01047409326432,-89.62716787564757
"I saw a bright and pulsing amber light above my garage. It caught my attention because it was too big to be a plane, and was brighter t",Dexter,MI,2019-08-01T22:40:00,oval,5 minutes,"Occurred : 8/1/2019 22:40  (Entered as : 08/01/19 22:40) Reported: 8/1/2019 8:35:03 PM 20:35 Posted: 8/23/2019 Location: Dexter, MI Shape: Oval Duration:5 minutes",http://www.nuforc.org/webreports/147/S147987.html,"I saw a bright and pulsing amber light above my garage.  It caught my attention because it was too big to be a plane, and was brighter than summer Jupiter.  I watched it pulse for a while when I noticed two smaller blinking red lights.  It stayed hovering over my garage for a few minutes, then suddenly took off over my house and into the distance.  When it flew over my house, it made a sound similar to a low-flying plane, but it was very much not a plane.",2019-08-23T00:00:00,42.33829999999996,-83.88950000000008
Triangle shape object while driving on 380 south towards Gouldsboro exit was moving slow definitely not a plane .2 lights at rear facin,Gouldsboro,PA,2019-08-01T22:45:00,triangle,30 seconds,"Occurred : 8/1/2019 22:45  (Entered as : 08/01/19 22:45) Reported: 8/1/2019 8:48:34 PM 20:48 Posted: 8/23/2019 Location: Gouldsboro, PA Shape: Triangle Duration:30 seconds",http://www.nuforc.org/webreports/147/S147986.html,Triangle shape object while driving on 380 south towards gouldsboro exit was moving slow definitely not a plane.  2 lights at rear facing down and 1 in front object seemed to have a triangle illumination to it.  Only wish I could have taken picture of object.,2019-08-23T00:00:00,41.24159999999999,-75.53220000000002
"Saw multiple aircraft, a bright white light and smaller red lights.",Wayne,NJ,2019-08-01T23:00:00,other,20 minutes,"Occurred : 8/1/2019 23:00  (Entered as : 8/1/2019 23:00) Reported: 8/1/2019 8:21:55 PM 20:21 Posted: 8/23/2019 Location: Wayne, NJ Shape: Other Duration:20 minutes",http://www.nuforc.org/webreports/147/S147989.html,"Saw multiple aircrafts, a bright white light and smaller red lights. Started out by just seeing a bright yellow/white light in the sky just sitting still for a while - definitely wasn't a star.  Kept looking at it for around 5 min and some dimmer red lights (like speckles) brighten up all around the bright light.  My eyes were locked on to it and I see air crafts fly above the trees.  Their shape were four ""donuts"" arranged with one on the top/bottom and one each on the side;  Think like the body arrangement of a butterfly with one ""donut"" for its head, tail and wings.  They zoomed by incredibly quickly and that was the last I saw of them.  The bright light slowly moved out of view over the course of 25 min.",2019-08-23T00:00:00,40.948560060060345,-74.24151141141176
White light (UFO) travelled across the sky then disappeared...,Midway,FL,2019-08-01T23:00:00,unknown,20 seconds,"Occurred : 8/1/2019 23:00  (Entered as : 08/01/19 23:00) Reported: 8/2/2019 9:35:34 PM 21:35 Posted: 8/23/2019 Location: Midway, FL Shape: Unknown Duration:20 seconds",http://www.nuforc.org/webreports/148/S148002.html,White light (UFO) travelled across the sky then disappeared... White light (appear to have some shape ie.  Not a ball) this object/UFO was high in the sky coming from West heading towards the East.  It was traveling fast but not as fast as say a comet or shooting star.  We both had sat watching the starts and when I spotted the UFO I had a pair of 10x50 binoculars.  We took turns quickly watching it travelled for approx. 20-30 seconds.  Then the light and object just disappeared...it vanished.,2019-08-23T00:00:00,30.4924,-84.4473
"Bright blue/white light moving across SW sky at high speed in the shape of an ""S"" with a tail.",Bar Harbor,ME,2019-08-02T02:00:00,light,2 seconds,"Occurred : 8/2/2019 02:00  (Entered as : 08/02/2019 2:00) Reported: 8/6/2019 9:53:40 AM 09:53 Posted: 8/23/2019 Location: Bar Harbor, ME Shape: Light Duration:2 seconds",http://www.nuforc.org/webreports/148/S148079.html,"Bright blue/white light moving across SW sky at high speed in the shape of an ""S"" with a tail. Was watching for meteors around 2am.  Looking straight up, I saw a bright blueish/white light towards the southwest sky that seemed rather far away, possibly even outside the atmosphere.  It appeared out of nowhere and traveled in a straight line for about half a second before making an S-pattern and disappearing.  It was traveling at high speed similar to that of a meteor.  Had it not been for the S-pattern I would have thought it were another meteor.",2019-08-23T00:00:00,44.37609999999998,-68.27569999999997
"I saw a “fireball”  brightening and dimming above the Boise foothills followed, by a shooting star above it in the sky",Boise,ID,2019-08-02T03:40:00,fireball,30 seconds,"Occurred : 8/2/2019 03:40  (Entered as : 08/02/2019 3:40) Reported: 8/3/2019 1:58:51 AM 01:58 Posted: 8/23/2019 Location: Boise, ID Shape: Fireball Duration:30 seconds",http://www.nuforc.org/webreports/148/S148013.html,"I saw a “fireball”  brightening and dimming above the Boise foothills followed, by a shooting star above it in the sky Around 3:40am I was standing on my porch and out of the corner of my eye I saw a flash of orange light over the tree line coinciding with the Boise foothills.  For a moment I though it was a lighthouse just by how bright it was, obviously that’s impossible, it just gives you an idea of how forcefully bright this light was.  It resembled a ball of bright fire in one stationary place.  When I finally realized how strange it was and ruled out any other type of craft or car headlights, I kept staring and saw a very bright fire-like object light up after about 10 seconds of staring, it occured in the same place over what would be the Boise foothills.  It looked exactly like a flame except that it became very bright then dimmed until it disappeared.  Between its appearance and its disappearance during the sighting that I directly saw, I’d say it appeared for probably 3-4 seconds before dimming and completely disappearing.  The strange thing is (as if that wasn’t strange! enough) a shooting star occured directly after it burned out.  Both flashes were in the exact same spot and the shooting star was significantly higher in the sky.  The best way to explain it would be a circular or oblong, controlled orange/yellow/red fire in the sky.  Extremely bright.",2019-08-23T00:00:00,43.6144452015356,-116.244678023033
Gold orb in and out of atmosphere,Holiday,FL,2019-08-02T07:45:00,other,Seconds,"Occurred : 8/2/2019 07:45  (Entered as : 08/02/2019 7:45) Reported: 8/2/2019 6:26:31 PM 18:26 Posted: 8/23/2019 Location: Holiday, FL Shape: Other Duration:Seconds",http://www.nuforc.org/webreports/147/S147999.html,"gold orb in and out of atmosphere Gold in color, possibly fireball but very small.  i believe it to be a spiritual entity.  There aren't any other reporting sites to my knowledge, and surely we should document truth and experiences.  it behaved like an orb.  shot up and disappeared.  it came out of another dimension for sure because i seen it with my very own eyes.",2019-08-23T00:00:00,28.196836708860737,-82.75373291139249
saw explosion or similar in night sky,Deerfield Beach,FL,2006-05-04T06:00:00,fireball,10 seconds,"Occurred : 5/4/2006 06:00  (Entered as : 05/04/06 06:00) Reported: 5/6/2006 4:26:10 AM 04:26 Posted: 5/15/2006 Location: Deerfield Beach, FL Shape: Fireball Duration:10 seconds",http://www.nuforc.org/webreports/050/S50436.html,"saw explosion or similar in night sky Written on May 6, 2006 at 6:28 AM:    Question: I saw something odd in the sky on May 4th, approx. 6:00 a.m. in the east. I live in Deerfield Beach, Florida. It was not a shooting star, but more like a comet, but it hung in the sky for a second and then dissappeared. It had a bright tail that remained also, and then faded away slowly. The body looked like it exploded and also slowly faded away. I know nothing about astronomy. I have seen many shooting stars and meteor showers. It was not either. I am 51 years old and have seen many things in the sky but nothing like this. I have been looking on line but cannot find anything except reference to the meteor shower referencing the remaining fragments of Haley's comet that might appear during this week. I will not rest until I find out what this was, as it was so awesome. Hope you can rest my mind.  Background: Curious person, 51 years old. No background except the wisdom of the newlyelderly. ((NUFORC Note:  We may have received other reports about this event, but we do not know what caused it.  It may have been a meteor, we believe.  PD))",2006-05-15T00:00:00,26.309936585365765,-80.12194181184685
Bright metallic sphere that I can't explain.,Glendale,AZ,2006-05-04T16:00:00,sphere,2 min,"Occurred : 5/4/2006 16:00  (Entered as : 05/04/06 16:00) Reported: 5/6/2006 9:23:38 PM 21:23 Posted: 5/15/2006 Location: Glendale, AZ Shape: Sphere Duration:2 min",http://www.nuforc.org/webreports/050/S50447.html,"Bright metallic sphere that I can't explain. When I went to get tools out of my truck at a house I was doing landscaping at I noticed a round very shiny ball in the sky that was moving up at first then started a steady path up and to the east.  At first it reminded me of one of those gas balloons that are shiney silver, but this was perfectly round and not moving as a floating object would.  It was also bigger in size, but it was hard to tell exactly how big it really was or the exact distance away because of how it reflected the light.  There was no noticable sound coming from it or any means of propulsion. I just stood and watched it for a little while and then walked back to the backyard of the house I was working at and pointed it out to a guy I work with.  He acknowledged seeing it and asked me what it was, I told him I didn't know and we both just watched it continue on the same course for a couple of minutes until it was out of sight.  Because it took so long to get out of sight, I think it was bigger than what I initially thought.  Initially I thought it was very close and about the size of a basketball. I was a Crew Chief in the Airforce and have seen many different types of aircraft.  I also have a pretty good knowledge of physics and the principles that would be involved to move an object like that, and admit that it had to be something that I can't explain.",2006-05-15T00:00:00,33.57603490701025,-112.19439241774062
"Dim light increasing in brightness, Headed Northward in FLorida...",Port Charlotte,FL,2006-05-04T20:30:00,light,2 min.,"Occurred : 5/4/2006 20:30  (Entered as : 05/04/06 20:30) Reported: 5/9/2006 7:21:06 PM 19:21 Posted: 5/15/2006 Location: Port Charlotte, FL Shape: Light Duration:2 min.",http://www.nuforc.org/webreports/050/S50496.html,"Dim light increasing in brightness, Headed Northward in FLorida... This event occured around 8:30 pm near my home in Florida.   I was saying good bye to a friend of mine and we walked outside and talked for a few minutes and I was just observing the passing planes and happened to look Northward.  A plane caught my eye (I could make out the blinking navigational lights) and then near it I saw a smaller light resembling a star.  I could not make out if it was moving or not until the strangest thing happened. The light appeared to increase in brightness almost instantly and accelerate northward quickly.   I pointed for my friend to see and he watched it with me as it grew increasing brighter, acclerated in speed and then definately moved north and then made a curve off to the left(westard) at steady turn(then moving NorthnorthWest) until we both could only see it with our peripheral vision before it finally dissappeared. The light was definately in a higher atmosphere, because I couldn't hear and noises and I could not make out navigational lights. It moved rather smoothly to the north on and performed it's turn with ease.  I've seen shooting stars and this was moving way too slow, even when it acclerated and the shooting stars I've seen don't just steady turn, they have a basic straight course.  It's possible it could have been the afterburner of a jet engine, but my friend as well as myself could see the light dim before it increased into the vanishing white ball.   Another thing I would like to add was that there was no pulsation to the light, at least from my stand point, in Florida on a perfect evening with the right line of vision you can see miles. There were several planes in the air that night to make comparison to and none were acting in the manner this light was acting.  After seeing it we both questioned ourselves because we've been out several nights fishing in the darkest of areas and ever seen anything like what we observed that night. ((NUFORC Note:  The ISS did not pass over Port Charlotte, FL, on this date, so is not a possible explanation for the event.  PD))",2006-05-15T00:00:00,26.98100661157025,-82.11690661157034
Phoenix Lights (Again),Scottsdale,AZ,2006-05-04T20:52:00,light,Minutes,"Occurred : 5/4/2006 20:52  (Entered as : 05/04/06 20:52) Reported: 5/5/2006 1:44:26 AM 01:44 Posted: 5/15/2006 Location: Scottsdale, AZ Shape: Light Duration:Minutes",http://www.nuforc.org/webreports/050/S50424.html,"Phoenix Lights (Again) At 20:52 Me and two co-workers witnessed again, the Phoenix Lights.   We were in North Scottsdale, and the lights were south-southwest in what appeared to be hovering around the Mcdowell Mountain Range.  I would say there were South West of South Mountain.   There were two luminous orange lights that suddenly appeared in the sky and hovered motionless for 3 minutes and then slowly faded out.   My co-workers tell me they happen quite frequently, but nothing is said on the local news about it, at least not lately that I know of.   I will try to get some video of the Phoenix Lights. ((NUFORC Note:  The witnesses apparently witnessed unusual, and apparently unidentified lights, but the ""Phoenix Lights"" event of March 13, 1997, has no relationship to this event, we suspect.  PD))",2006-05-15T00:00:00,33.56413757440508,-111.90508303571536
